id,status_id,date,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_verified,country,status_url,description,followers_count,friends_count,listed_count,statuses_count,favourites_count,verified
1.35E+18,1.35E+18,08/01/2021,sneakenergy,"@RUFCMRN As with many things, the more you buy, the cheaper it is. The trial packs are individually wrapped, so naturally will be a little more expensive than a tub containing 40 servings.",,,"[{'screen_name': 'RUFCMRN', 'name': 'Chris North', 'id': '1638489378'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1347226278827618305,,,,,,,
1.35E+18,1.35E+18,07/01/2021,sneakenergy,RT @DavietheB: Massive Thanks to @sneakenergy for running an awesome competition &amp; for choosing me as the winner!! . . Hope I done the Framâ€¦,,,[],,,,0,5,,0,[],,,,,,,,,,,,,,,,1.35E+18,"Massive Thanks to @sneakenergy for running an awesome competition &amp; for choosing me as the winner!!
.
.
Hope I done the Framed #BLANKberry Proof justice in these photos, as itâ€™s a belter ðŸ¥°ðŸ¤© ~ Hereâ€™s to an awesome 2021 #BeardGang letâ€™s do it ðŸ™ŒðŸ�»
.
.
#DavieTheBearded #SneakEnergy https://t.co/h6UKkY6URg",2021-01-07 03:38:12 Taipei Standard Time,,,5,1.10E+18,,,,,,,,https://twitter.com/SneakEnergy/status/1347137249788506115,,,,,,,
1.35E+18,1.35E+18,05/01/2021,sneakenergy,@N8Tube Blizzard is a seasonal drop so it'll be available for a while! No need to worry about it selling out in a day or two. We have plenty of stock to last for a few weeks.,,,"[{'screen_name': 'N8Tube', 'name': 'N8 Is Sippin On Coffee â˜•', 'id': '1276998498391654400'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1346396131706744834,,,,,,,
1.35E+18,1.34E+18,05/01/2021,sneakenergy,@Converted_II ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,,,"[{'screen_name': 'Converted_II', 'name': 'Converted_II', 'id': '3483094336'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1346163408593428485,,,,,,,
1.35E+18,1.35E+18,04/01/2021,sneakenergy,@Shorts_x3_ ðŸ˜Žâš¡ï¸�,,,"[{'screen_name': 'Shorts_x3_', 'name': 'ðŸ‘½ Katie-Jo ðŸ‘½', 'id': '1183651370576109568'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1346023625414090752,,,,,,,
1.35E+18,1.35E+18,04/01/2021,sneakenergy,@jakgowan Unfortunately not at the moment. You guys will be the first to know when we have an update!,,,"[{'screen_name': 'jakgowan', 'name': 'Azaria', 'id': '2860163237'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1346023060017737730,,,,,,,
1.35E+18,1.34E+18,04/01/2021,sneakenergy,@Hannah_OOOSSH More details to follow...,,,"[{'screen_name': 'Hannah_OOOSSH', 'name': 'Hannah', 'id': '926885237182861312'}]",,,,0,0,,2,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1345767379033354240,,,,,,,
1.35E+18,1.35E+18,04/01/2021,sneakenergy,@666illy Yes! ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,,,"[{'screen_name': '666illy', 'name': 'iLLY Senpai', 'id': '1275458972754022400'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1345766816044482565,,,,,,,
1.35E+18,1.35E+18,03/01/2021,sneakenergy,@K9G4MING I canâ€™t pick ðŸ¤¯ðŸ¤¯ðŸ¤¯ðŸ¤¯,,,"[{'screen_name': 'K9G4MING', 'name': 'K9G4MING', 'id': '3305181712'}]",,,,0,0,,3,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1345733072961101825,,,,,,,
1.35E+18,1.35E+18,03/01/2021,sneakenergy,@Tessa_SmessaTTV ðŸ”¥ðŸ”¥ðŸ”¥,,,"[{'screen_name': 'Tessa_SmessaTTV', 'name': 'Tessa Jackson', 'id': '1205942601909710848'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1345665791161749504,,,,,,,
1.35E+18,1.35E+18,03/01/2021,sneakenergy,@StuGrainger ðŸ¤ŸðŸ¤ŸðŸ¤Ÿ,,,"[{'screen_name': 'StuGrainger', 'name': 'Stu Grainger', 'id': '1206924133747101696'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1345665678326591488,,,,,,,
1.35E+18,1.35E+18,03/01/2021,sneakenergy,@RossH4wk91 ðŸ‘€ðŸ‘€,,,"[{'screen_name': 'RossH4wk91', 'name': 'Ross Walsh', 'id': '543609698'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1345665639306964993,,,,,,,
1.35E+18,1.35E+18,03/01/2021,sneakenergy,@yama_HD Hopefully the restrictions will be lifted very soon ðŸ™�,,,"[{'screen_name': 'yama_HD', 'name': 'ÑƒÎ±Ð¼Î±_Ð½âˆ‚', 'id': '2896400302'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1345451146173952001,,,,,,,
1.35E+18,1.35E+18,03/01/2021,sneakenergy,@yoyoerplayz Thatâ€™s epic ðŸ™ŒðŸ™Œ,,,"[{'screen_name': 'yoyoerplayz', 'name': 'Yoyoerplayz', 'id': '1320420607411081217'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1345400308017590275,,,,,,,
1.35E+18,1.35E+18,02/01/2021,sneakenergy,@GamergeekUK_ ðŸ‘ŒðŸ‘ŒðŸ‘Œ,,,"[{'screen_name': 'GamergeekUK_', 'name': 'GamergeekUK', 'id': '1318567806015885312'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1345351765714210817,,,,,,,
1.35E+18,1.35E+18,02/01/2021,sneakenergy,@TheFeeN_ Wow! Really ðŸ¥º,,,"[{'screen_name': 'TheFeeN_', 'name': 'FeeN', 'id': '900578682'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1345310087645192193,,,,,,,
1.35E+18,1.34E+18,02/01/2021,sneakenergy,@DSA_Barmy ðŸ¤ŸðŸ¤ŸðŸ¤Ÿ,,,"[{'screen_name': 'DSA_Barmy', 'name': 'DSA Barmy', 'id': '90704775'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1345309991562051584,,,,,,,
1.34E+18,1.34E+18,01/01/2021,sneakenergy,@MitchellDefty @harleyxngel ðŸ™ŒðŸ™ŒðŸ™Œ,,,"[{'screen_name': 'MitchellDefty', 'name': 'Mitch Defty [SDMN]', 'id': '411003024'}, {'screen_name': 'harleyxngel', 'name': 'harls â™¡', 'id': '832981465'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344699069097242626,,,,,,,
1.34E+18,1.34E+18,01/01/2021,sneakenergy,"@Capo1671 We donâ€™t have a preorder option, Blizzard is only available on 8th Jan ðŸ¤™",,,"[{'screen_name': 'Capo1671', 'name': 'Capo167', 'id': '1166675565505601536'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344699003569639431,,,,,,,
1.34E+18,1.34E+18,01/01/2021,sneakenergy,@gre3ny6 Whoahhhhhhh,,,"[{'screen_name': 'gre3ny6', 'name': 'John Green Jr', 'id': '116485853'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344698812787527681,,,,,,,
1.34E+18,1.34E+18,01/01/2021,sneakenergy,@EtherealLasagna Come on ðŸ’ªðŸ’ª,,,"[{'screen_name': 'EtherealLasagna', 'name': 'Shaun', 'id': '1326634912120778753'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344698761604423683,,,,,,,
1.34E+18,1.33E+18,01/01/2021,sneakenergy,@Aaronwillis7 Not our setup so not sure sorry! But I believe they're Nanoleafs,,,"[{'screen_name': 'Aaronwillis7', 'name': 'Aaron willis', 'id': '75158269'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344679856647368708,,,,,,,
1.34E+18,1.34E+18,31/12/2020,sneakenergy,@yoyoerplayz Let us know which one is your favourite!,,,"[{'screen_name': 'yoyoerplayz', 'name': 'Yoyoerplayz', 'id': '1320420607411081217'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344601473129345025,,,,,,,
1.34E+18,1.34E+18,31/12/2020,sneakenergy,@iBBAA_ ðŸ™Œ,,,"[{'screen_name': 'iBBAA_', 'name': 'iBBA `Â´ âœ¨', 'id': '1097535390477664256'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344595279094407168,,,,,,,
1.34E+18,1.34E+18,31/12/2020,sneakenergy,@PandaFTN We should have an update on restrictions very soon ðŸ™�,,,"[{'screen_name': 'PandaFTN', 'name': 'Panda', 'id': '1028056716385112064'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344368623675170823,,,,,,,
1.34E+18,1.34E+18,31/12/2020,sneakenergy,@SSakura93 ðŸ”¥ðŸ”¥ðŸ”¥,,,"[{'screen_name': 'SSakura93', 'name': 'suteki_sakura93', 'id': '1228322336694317056'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344368527327817728,,,,,,,
1.34E+18,1.34E+18,31/12/2020,sneakenergy,@Khuby ðŸ¤¯ðŸ¤¯ðŸ¤¯,,,"[{'screen_name': 'Khuby', 'name': 'Khuby', 'id': '25663234'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344361422831165441,,,,,,,
1.34E+18,1.34E+18,31/12/2020,sneakenergy,@Aireans We should have an update on restrictions very soon ðŸ™Œ,,,"[{'screen_name': 'Aireans', 'name': 'Emma Scott', 'id': '2288249184'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344361373359353857,,,,,,,
1.34E+18,1.34E+18,31/12/2020,sneakenergy,@LongboatGaming ðŸ”¥ðŸ”¥ðŸ”¥,,,"[{'screen_name': 'LongboatGaming', 'name': 'LongboatGaming #BLM', 'id': '881090936914268161'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344361285509656578,,,,,,,
1.34E+18,1.34E+18,31/12/2020,sneakenergy,@Uns7ABleLogan ðŸ‘€ðŸ‘€,,,"[{'screen_name': 'Uns7ABleLogan', 'name': 'Uns7ABle-Logan', 'id': '342999270'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344361129884135426,,,,,,,
1.34E+18,1.34E+18,30/12/2020,sneakenergy,@carlrydings More info to come soon!,,,"[{'screen_name': 'carlrydings', 'name': 'Carl Rydings', 'id': '426880043'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344311800398020610,,,,,,,
1.34E+18,1.34E+18,30/12/2020,sneakenergy,@Converted_II Let us know what you think!,,,"[{'screen_name': 'Converted_II', 'name': 'Converted_II', 'id': '3483094336'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344311669107916803,,,,,,,
1.34E+18,1.34E+18,30/12/2020,sneakenergy,@stxtfishy ðŸ”¥ ðŸ”¥ ðŸ”¥,,,"[{'screen_name': 'stxtfishy', 'name': 'stxtfishy | @teamdopez', 'id': '1183638789216002048'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344311023445176320,,,,,,,
1.34E+18,1.34E+18,30/12/2020,sneakenergy,@GamerDragonTV ðŸ™ŒðŸ™ŒðŸ™Œ,,,"[{'screen_name': 'GamerDragonTV', 'name': 'GamerDragon', 'id': '782644355697750016'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344247691874852864,,,,,,,
1.34E+18,1.34E+18,30/12/2020,sneakenergy,@TROPINSLV Where did you get it?,,,"[{'screen_name': 'TROPINSLV', 'name': 'TROPINSLV', 'id': '1190536766857588736'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344247603777646592,,,,,,,
1.34E+18,1.34E+18,30/12/2020,sneakenergy,@solonduin Dream big!,,,"[{'screen_name': 'solonduin', 'name': 'Solonduin', 'id': '397570269'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344247153108123650,,,,,,,
1.34E+18,1.34E+18,30/12/2020,sneakenergy,@Khuby ðŸ‘€ðŸ‘€ðŸ‘€,,,"[{'screen_name': 'Khuby', 'name': 'Khuby', 'id': '25663234'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344243866694782981,,,,,,,
1.34E+18,1.34E+18,30/12/2020,sneakenergy,@Mordred_Skaikru Just tubs on the 8th ðŸ‘€,,,"[{'screen_name': 'Mordred_Skaikru', 'name': 'Mordred_Skaikru', 'id': '1019222856352362497'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344236085719789568,,,,,,,
1.34E+18,1.34E+18,30/12/2020,sneakenergy,@1HandedPlayer Thatâ€™s a classic ðŸ¥¶,,,"[{'screen_name': '1HandedPlayer', 'name': '1 HandedGamer', 'id': '560451310'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1344000107075821568,,,,,,,
1.34E+18,1.34E+18,30/12/2020,sneakenergy,@EthiiczzTwitch Letâ€™s go ðŸ¤ŸðŸ¤Ÿ,,,"[{'screen_name': 'EthiiczzTwitch', 'name': 'ethiiczztwitch', 'id': '1194710815137574916'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343969769767235585,,,,,,,
1.34E+18,1.34E+18,30/12/2020,sneakenergy,@crankthatfranke Let us know what you think!,,,"[{'screen_name': 'crankthatfranke', 'name': 'Tyler', 'id': '1127509504411750400'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343956402759471106,,,,,,,
1.34E+18,1.34E+18,30/12/2020,sneakenergy,@Ostardva There are no plans in place to bring them back I'm afraid!,,,"[{'screen_name': 'Ostardva', 'name': 'Phil ðŸ�³ï¸�â€�ðŸŒˆ', 'id': '25361446'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343954682289532931,,,,,,,
1.34E+18,1.34E+18,29/12/2020,sneakenergy,@SSakura93 More info on the launch to come soon. The Snapback won't be restocked I'm afraid,,,"[{'screen_name': 'SSakura93', 'name': 'suteki_sakura93', 'id': '1228322336694317056'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343903078299426816,,,,,,,
1.34E+18,1.34E+18,29/12/2020,sneakenergy,@teacakes1989 More info to come soon ðŸ‘�,,,"[{'screen_name': 'teacakes1989', 'name': 'teacakes', 'id': '1244707181506834432'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343865809366605824,,,,,,,
1.34E+18,1.34E+18,29/12/2020,sneakenergy,@WP_Brujah Can you email our customer service team so they can look into this?,,,"[{'screen_name': 'WP_Brujah', 'name': 'WP_Brujah', 'id': '163939123'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343865319216074752,,,,,,,
1.34E+18,1.34E+18,29/12/2020,sneakenergy,"@skitz0frenix23 Keep grinding, we're always watching ðŸ‘€",,,"[{'screen_name': 'skitz0frenix23', 'name': '(CiC) Skitzzee', 'id': '715445088'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343863583017472001,,,,,,,
1.34E+18,1.34E+18,29/12/2020,sneakenergy,@solonduin ðŸ‘€ðŸ‘€,,,"[{'screen_name': 'solonduin', 'name': 'Solonduin', 'id': '397570269'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343640963873468420,,,,,,,
1.34E+18,1.34E+18,29/12/2020,sneakenergy,@gcbplays ðŸ¤ŸðŸ¤ŸðŸ¤Ÿ,,,"[{'screen_name': 'gcbplays', 'name': 'GCB (George)', 'id': '761891036293689344'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343636226637783041,,,,,,,
1.34E+18,1.34E+18,28/12/2020,sneakenergy,@GamerDragonTV ðŸ¤©ðŸ¤©ðŸ¤©,,,"[{'screen_name': 'GamerDragonTV', 'name': 'GamerDragon', 'id': '782644355697750016'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343568095705788420,,,,,,,
1.34E+18,1.34E+18,28/12/2020,sneakenergy,@Jakkeez We will let everyone know as soon as we can ðŸ™Œ,,,"[{'screen_name': 'Jakkeez', 'name': 'Jakkeez', 'id': '483689337'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343568044698849280,,,,,,,
1.34E+18,1.34E+18,28/12/2020,sneakenergy,@Frazzz101 @harleyxngel ðŸ¥¶ðŸ¥¶ðŸ¥¶,,,"[{'screen_name': 'Frazzz101', 'name': 'Frazzz', 'id': '215705483'}, {'screen_name': 'harleyxngel', 'name': 'harls â™¡', 'id': '832981465'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343456937690755072,,,,,,,
1.34E+18,1.34E+18,28/12/2020,sneakenergy,@Sky_Heindel @harleyxngel Add away ðŸ™ŒðŸ™Œ,,,"[{'screen_name': 'Sky_Heindel', 'name': 'SKYðŸ’�ðŸ�³ï¸�â€�ðŸŒˆðŸ¦†ðŸ’»', 'id': '911101856'}, {'screen_name': 'harleyxngel', 'name': 'harls â™¡', 'id': '832981465'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343282403872223232,,,,,,,
1.34E+18,1.34E+18,28/12/2020,sneakenergy,@Setab1991 @harleyxngel Always on time ðŸ˜Ž,,,"[{'screen_name': 'Setab1991', 'name': 'Setab', 'id': '337440400'}, {'screen_name': 'harleyxngel', 'name': 'harls â™¡', 'id': '832981465'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343282108425531397,,,,,,,
1.34E+18,1.34E+18,28/12/2020,sneakenergy,@DrTravestyTV @harleyxngel Happy birthday ðŸ¤ŸðŸ¤Ÿ,,,"[{'screen_name': 'DrTravestyTV', 'name': 'DrTravestyâœ¨', 'id': '2334985143'}, {'screen_name': 'harleyxngel', 'name': 'harls â™¡', 'id': '832981465'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343282069854511104,,,,,,,
1.34E+18,1.34E+18,28/12/2020,sneakenergy,@CorabellWitch @harleyxngel @gameinfogetter â�„ï¸�â�„ï¸�â�„ï¸�,,,"[{'screen_name': 'CorabellWitch', 'name': 'WitchCorabell', 'id': '1330343557606019072'}, {'screen_name': 'harleyxngel', 'name': 'harls â™¡', 'id': '832981465'}, {'screen_name': 'gameinfogetter', 'name': 'Gameinfogetter', 'id': '1053241759348805632'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343282014439567360,,,,,,,
1.34E+18,1.34E+18,28/12/2020,sneakenergy,@morpheus_muses @harleyxngel That would be a negative ðŸ˜‚,,,"[{'screen_name': 'morpheus_muses', 'name': 'Morpheus Muses', 'id': '731595725247631360'}, {'screen_name': 'harleyxngel', 'name': 'harls â™¡', 'id': '832981465'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343281934420602885,,,,,,,
1.34E+18,1.34E+18,28/12/2020,sneakenergy,@NeXuSNiA444 @harleyxngel Blizzard will only be here for winter â�„ï¸�,,,"[{'screen_name': 'NeXuSNiA444', 'name': 'Jimmy', 'id': '719244223309029377'}, {'screen_name': 'harleyxngel', 'name': 'harls â™¡', 'id': '832981465'}]",,,,0,0,,1,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343281840812138497,,,,,,,
1.34E+18,1.34E+18,28/12/2020,sneakenergy,@timberwulff @harleyxngel We would love that ðŸ‘�,,,"[{'screen_name': 'timberwulff', 'name': 'timberwulff', 'id': '16842456'}, {'screen_name': 'harleyxngel', 'name': 'harls â™¡', 'id': '832981465'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343281771144749064,,,,,,,
1.34E+18,1.34E+18,28/12/2020,sneakenergy,@PlaysLizz @harleyxngel ðŸ˜‚ðŸ˜‚ðŸ˜‚,,,"[{'screen_name': 'PlaysLizz', 'name': 'LIZZ', 'id': '1039059299933331456'}, {'screen_name': 'harleyxngel', 'name': 'harls â™¡', 'id': '832981465'}]",,,,0,0,,0,[],,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://twitter.com/SneakEnergy/status/1343281604555321344,,,,,,,
